QTD_CPC_10D,QTD_CPC_1M,QTD_CPC_3M,QTD_CPC_6M,QTD_CP_10D,QTD_CP_1M,QTD_CP_3M,QTD_CP_6M,QTD_ACIONAMENTO_10D,QTD_ACIONAMENTO_1M,QTD_ACIONAMENTO_3M,QTD_ACIONAMENTO_6M,NU_DIAS_ATRASO,VALOR_CRELIQ,DIVIDA_ATUAL,RESPOSTA,QTD_PARCELAMENTO_3M,QTD_PARCELAMENTO_6M,QTD_PARCELAMENTO_12M,LIMITE,QTD_EXTRATOS,QTD_FX0_GERAL,QTD_FX1_GERAL,QTD_FX2_GERAL,QTD_FX0_3M,QTD_FX0_6M,QTD_FX1_3M,QTD_FX1_6M,QTD_FX2_3M,QTD_FX2_6M
0,0,0,0,0,0,1,3,0,0,8,32,297,991.9,1659.6,0,0,0,0,843,13,12,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,9,9,9,9,429,209.55,428.26,0,0,0,0,270,13,9,3,1,3,6,1,1,0,0
0,0,0,0,0,0,0,0,1,4,4,4,252,1968.16,2988.26,0,0,0,0,1128,33,33,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,23,176,297,201,1129.15,1564.82,0,0,0,0,692,2,2,0,0,3,3,0,0,0,0
0,0,0,0,0,0,1,3,3,7,36,64,511,2319.66,5570.01,0,0,0,0,1378,45,35,8,2,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,443,160.72,337.52,0,0,0,0,270,3,1,1,1,2,2,1,1,1,1
0,0,0,1,0,0,0,0,1,3,15,77,271,759.16,1207.63,0,0,0,0,438,22,18,4,0,3,5,1,2,0,0
0,0,0,0,0,0,0,3,2,36,101,192,292,969.15,1605.85,0,1,1,1,467,12,11,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,2,0,13,128,294,191,557.55,751.94,0,0,0,0,364,13,13,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,5,25,46,537,2489.33,6498.08,0,0,0,0,1479,23,23,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,3,3,16,242,3046.75,4536.91,0,0,1,1,2471,44,39,4,1,2,5,2,2,0,0
0,0,0,0,0,0,0,0,2,6,19,32,372,2026.08,3838.64,0,0,1,1,1461,14,14,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,9,23,97,179,222,225.03,307.65,0,0,1,1,324,11,9,1,1,4,6,0,0,0,1
0,0,0,0,0,0,0,0,1,13,58,150,285,279.27,431.49,0,0,0,0,324,1,1,0,0,2,2,0,0,0,0
0,0,0,0,0,0,0,0,6,10,21,26,321,4637.35,7957.39,0,0,0,0,2892,35,35,0,0,4,7,0,0,0,0
0,0,0,2,0,0,0,2,0,0,0,65,351,1034.43,1881.51,0,0,0,0,1778,51,50,1,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,35,111,216,287,878.64,1441.82,0,0,0,0,522,9,9,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,7,8,8,270,1440.34,2264.67,0,0,0,1,572,45,39,5,1,3,4,1,2,0,1
0,0,0,0,0,0,0,0,2,6,27,55,430,1273.33,2705.38,0,0,0,0,885,14,9,5,0,2,5,2,2,0,0
0,0,0,0,0,0,3,3,0,12,83,248,201,588.74,809.58,0,0,0,0,270,5,4,1,0,3,5,1,1,0,0
0,0,0,0,0,0,2,3,2,18,53,168,280,906.33,1464.31,0,0,0,0,1124,1,1,0,0,2,2,0,0,0,0
0,0,2,2,0,0,5,5,11,21,96,102,332,2645.81,4692.45,0,0,0,0,1461,36,34,2,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,0,2,2,4,316,1274.91,2191.92,0,1,2,2,1045,14,13,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,3,5,5,5,275,1226.81,1925.2,0,1,1,1,1548,13,12,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,3,7,18,30,457,2583.92,5774.31,0,0,0,0,1578,42,32,9,1,3,4,1,2,0,1
0,1,3,3,0,1,2,4,1,8,75,160,227,823.58,1200.47,0,0,0,0,486,4,4,0,0,3,5,0,0,0,0
0,0,0,0,0,0,2,3,1,9,33,75,266,2385.97,3758.81,0,0,1,2,3538,29,29,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,3,2,9,32,70,344,1018.88,1768.82,0,0,0,1,635,50,41,7,2,3,5,1,2,0,0
0,0,0,0,0,0,0,0,1,3,3,3,226,1017.42,1468.67,0,0,0,0,537,17,16,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,1,1,2,2,347,1095.57,2000.48,0,0,0,0,476,7,6,1,0,3,6,1,1,0,0
0,0,0,0,0,0,4,6,3,16,64,139,297,885.7,1481.9,0,0,0,0,270,7,6,1,0,3,6,1,1,0,0
0,0,0,0,0,0,1,1,0,8,98,172,217,336.27,455.28,0,0,0,0,225,7,5,2,0,2,5,2,2,0,0
0,0,0,1,0,0,0,2,1,6,25,71,430,2391.3,5080.71,0,0,0,0,1011,17,15,2,0,3,6,1,1,0,0
0,0,2,2,0,0,0,0,7,9,27,30,270,379.79,597.15,0,0,0,0,384,19,19,0,0,4,7,0,0,0,0
0,0,0,0,0,0,2,4,0,4,18,58,348,990.3,1829.46,0,1,1,1,1076,15,12,3,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,12,32,132,284,217,445.09,602.62,0,0,0,0,475,17,13,2,2,4,7,0,0,0,0
0,0,0,1,0,0,0,0,0,6,64,257,201,752.88,1035.29,0,0,0,0,404,5,5,0,0,4,6,0,0,0,0
0,0,1,1,0,0,0,4,0,6,24,60,483,1256.02,3015.99,0,0,0,0,539,5,4,1,0,3,5,1,1,0,0
0,0,0,0,0,0,0,0,2,7,26,100,516,2352.44,5703.84,0,0,0,0,2183,45,45,0,0,4,7,0,0,0,0
0,1,1,5,0,1,4,9,7,23,123,199,202,1311.73,1824.92,0,1,1,1,944,20,14,5,1,3,4,0,0,0,0
0,0,0,1,0,0,2,3,3,8,14,33,284,786.96,1259.17,0,1,1,2,270,12,9,3,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,2,13,476,807,231,705.65,1028.57,0,0,0,0,270,6,5,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,2,1,9,17,34,473,1313.1,3092.39,0,0,0,0,2442,44,43,1,0,4,7,0,0,0,0
0,0,0,1,0,0,1,4,1,12,36,135,200,730.37,1012.18,0,0,0,0,545,19,16,3,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,1,5,13,74,283,1098.79,1694.42,0,0,1,2,1962,51,46,5,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,9,15,183,255,226,435.57,634.9,0,0,0,0,225,5,4,1,0,3,5,1,1,0,0
0,0,0,0,0,0,1,2,8,40,107,238,201,626.78,868.61,0,0,0,0,562,3,2,1,0,3,3,1,1,0,0
0,1,1,1,0,0,1,2,4,8,50,114,275,620.13,994.18,0,0,0,0,281,4,4,0,0,4,5,0,0,0,0
0,0,0,0,0,0,0,0,2,7,30,41,513,1544.01,3846.89,0,0,0,0,954,24,20,4,0,2,5,2,2,0,0
0,0,0,0,0,0,2,4,1,7,80,225,221,1261.11,1820.46,0,0,0,0,1821,56,55,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,3,10,41,47,394,1176.49,2330.84,0,0,0,0,270,10,6,3,1,2,4,1,2,1,1
0,0,0,0,0,0,1,1,0,7,17,35,540,2189.47,5872.89,0,0,1,1,1538,14,13,1,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,1,6,20,36,431,2532.19,5380.04,0,1,1,1,1011,19,15,3,1,2,3,1,3,1,1
0,0,0,0,0,0,0,0,6,13,13,42,290,1399.07,2286.92,0,0,1,1,1196,33,32,1,0,4,7,0,0,0,0
0,0,0,0,0,0,0,4,0,0,18,72,221,512.46,732.61,0,0,0,1,562,25,22,3,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,1,9,38,61,226,325.46,469.81,0,0,0,0,169,5,5,0,0,4,6,0,0,0,0
0,0,0,1,0,0,0,1,6,26,67,92,251,985.57,1508.07,0,0,1,3,967,29,27,2,0,3,5,1,2,0,0
0,0,0,0,1,2,3,4,8,28,63,79,292,474.1,742.55,0,2,2,2,674,45,31,13,1,2,5,2,2,0,0
0,0,0,0,0,0,0,0,1,6,17,49,431,1349.22,2866.64,0,0,0,0,2279,47,41,6,0,3,4,1,3,0,0
0,0,0,0,0,0,0,0,1,3,4,115,393,262.92,501.04,0,0,0,0,112,4,3,1,0,3,4,1,1,0,0
0,0,0,0,0,0,0,0,4,6,29,61,482,2313.67,5427.64,0,0,0,0,2816,43,43,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,1,8,18,19,31,347,1303.64,2380.4,0,0,0,0,631,17,17,0,0,4,7,0,0,0,0
0,0,0,0,0,0,2,2,2,3,27,35,231,928.91,1354,0,0,0,0,554,4,4,0,0,4,5,0,0,0,0
0,0,0,1,0,0,0,0,1,10,44,122,218,2299.25,3299.75,0,0,0,0,1162,51,50,1,0,3,5,1,1,0,0
0,0,0,0,0,0,0,0,3,30,143,172,409,2358.76,4905.63,0,2,2,2,747,31,24,7,0,3,4,1,3,0,0
0,0,0,0,0,0,0,6,1,9,33,136,245,2734.16,4135.19,0,2,2,2,1983,56,53,3,0,2,4,2,3,0,0
0,0,0,0,0,0,0,0,2,15,69,105,540,1661,4455.36,0,0,2,2,512,23,21,2,0,4,7,0,0,0,0
0,0,0,0,1,2,2,2,5,10,19,24,329,3609.98,6087.15,0,1,1,1,1921,32,29,3,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,9,11,11,11,347,549.7,1003.73,0,0,0,0,270,6,6,0,0,4,6,0,0,0,0
0,0,0,0,0,0,0,0,1,6,24,81,328,1306.61,2321.82,0,0,0,0,883,23,19,4,0,2,5,2,2,0,0
0,0,1,6,0,1,2,8,10,22,67,130,191,962.8,1298.49,0,0,0,0,1061,8,7,1,0,3,6,1,1,0,0
0,0,0,1,0,1,4,8,1,5,79,166,316,632.33,1087.13,0,0,0,0,501,6,6,0,0,4,7,0,0,0,0
0,0,0,1,0,0,2,5,1,8,67,178,219,1143.28,1640.78,0,0,0,0,539,3,2,1,0,3,3,1,1,0,0
0,0,0,0,0,0,0,0,6,68,189,226,435,2109.75,4615.02,0,0,0,0,1453,37,32,5,0,3,5,0,1,0,0
0,0,0,0,0,0,0,0,0,2,33,227,325,1856.81,3248.65,0,0,0,0,1582,12,10,2,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,3,8,23,75,400,1275.73,2552.1,0,0,1,2,1127,24,22,2,0,3,6,1,1,0,0
0,0,0,1,0,1,4,4,4,9,21,23,363,2175.94,4138.62,0,0,0,0,1124,10,9,1,0,3,6,1,1,0,0
0,0,0,0,0,0,2,2,2,72,452,566,200,1843.92,2555.38,0,0,0,0,898,22,21,1,0,3,5,0,1,0,0
0,0,0,0,0,0,1,2,3,4,97,147,316,2424.08,4167.65,0,1,1,1,1124,11,8,2,1,3,5,0,1,1,1
0,0,0,0,0,0,0,0,3,6,14,79,258,1489.99,2188.78,0,1,1,1,1102,36,32,4,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,290,411.37,672.43,0,0,0,0,270,8,7,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,3,8,32,153,272,744.66,1184.57,0,0,0,0,449,7,6,1,0,4,6,0,1,0,0
0,0,0,0,0,2,3,4,0,8,26,55,535,2152.85,5718.87,0,0,0,0,1862,40,39,1,0,3,6,1,1,0,0
0,0,1,1,0,0,0,0,2,9,24,26,497,5539.7,13379.75,0,1,1,1,2247,32,22,10,0,2,5,2,2,0,0
0,0,0,1,0,0,2,2,2,12,59,130,261,645.16,1006.55,0,0,0,0,371,23,19,4,0,3,5,1,2,0,0
0,0,0,0,0,0,2,6,0,0,39,57,211,366.13,513.35,0,0,0,0,530,3,3,0,0,4,4,0,0,0,0
0,0,0,0,0,1,2,2,2,12,25,51,494,1477.3,3623.93,0,0,0,0,506,22,21,1,0,4,6,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,30,314,282.49,462.66,1,0,0,0,337,8,7,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,7,27,72,75,193,5047.3,6754.43,0,0,0,2,4236,56,47,8,1,4,7,0,0,0,0
0,0,0,0,0,0,0,1,2,4,4,10,262,764.94,1184.19,0,0,1,1,270,8,6,1,1,2,5,1,1,1,1
0,0,0,0,0,0,1,1,1,7,35,113,297,1007.12,1685.07,0,1,2,2,770,32,30,2,0,3,6,1,1,0,0
0,0,0,0,0,0,1,1,0,0,14,76,349,1650.47,3049.04,0,0,0,0,1110,1,1,0,0,2,2,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,231,816.99,1190.87,0,0,0,1,416,14,13,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,1,16,54,101,328,1759.62,3126.82,0,0,0,0,1004,52,48,4,0,2,4,2,3,0,0
0,0,1,1,0,0,2,2,1,5,21,84,282,2982.27,4846.51,0,1,1,1,1138,26,24,2,0,2,5,2,2,0,0
0,0,0,0,0,0,0,0,5,7,23,28,441,1085.71,2352,0,1,1,1,1868,48,44,4,0,4,7,0,0,0,0
0,0,0,0,0,0,1,1,3,33,84,125,333,1241.84,2228.27,0,1,1,1,652,16,14,2,0,2,4,0,0,0,0
0,0,0,0,0,0,0,0,2,17,45,86,328,886.81,1575.85,0,0,0,0,525,22,20,2,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,6,27,29,310,837.6,1409.62,0,0,0,0,582,43,33,9,1,2,2,0,0,0,0
0,0,0,0,0,0,0,0,1,6,17,17,384,1510.55,2992.66,0,0,0,0,1348,16,13,3,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,5,9,34,36,460,860.69,1871.79,0,0,0,0,270,12,10,2,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,3,14,31,45,467,2159.27,4919.98,0,0,0,0,1582,35,32,3,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,4,9,9,9,285,1811.72,2932.82,0,0,0,0,1006,38,33,5,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,1,3,8,20,403,534.24,1038.06,0,0,0,0,449,8,6,2,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,1,11,49,61,424,1388.56,2973.22,0,0,0,1,597,16,11,4,1,2,4,1,2,1,1
0,0,0,0,0,0,0,0,14,32,137,165,192,2893.76,3872.51,0,2,2,3,999,28,24,3,1,2,4,1,2,1,1
0,0,1,1,2,2,2,2,9,25,75,104,299,372.21,590.96,0,0,0,0,270,6,5,1,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,6,31,116,220,292,792.44,1313.06,0,0,0,0,674,3,2,1,0,2,3,1,1,0,0
0,0,0,1,0,0,0,2,2,4,12,23,285,610.58,988.42,0,0,0,0,322,14,13,1,0,3,5,1,1,0,0
0,0,0,0,0,0,0,1,1,24,75,199,302,1168.49,1974.15,0,0,0,0,657,15,11,3,1,4,5,0,1,0,0
0,0,0,0,0,0,0,1,1,6,29,58,518,1984.29,4992.08,0,1,2,2,1962,34,32,2,0,4,7,0,0,0,0
0,0,1,1,0,1,1,1,2,7,16,38,285,2417.46,3868.06,0,1,1,1,1840,47,42,4,1,3,6,1,1,0,0
0,0,0,0,0,0,0,0,2,5,24,38,462,3939.17,8888.8,0,1,2,2,1788,46,38,8,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,17,47,66,478,2058.74,4895.71,0,1,1,1,1603,35,34,1,0,3,6,1,1,0,0
0,0,0,0,0,1,2,2,2,8,19,116,303,666.37,1125.82,1,0,0,0,426,6,5,1,0,2,4,0,1,0,0
0,0,0,0,0,0,0,0,1,3,25,120,521,3101.19,7592.69,0,0,0,0,1954,10,9,1,0,3,6,1,1,0,0
0,0,0,0,0,1,1,1,3,11,24,89,419,3216.71,6460.09,0,1,1,2,1124,17,16,1,0,3,6,1,1,0,0
0,0,0,0,0,1,3,3,13,44,93,123,404,3130.8,6448.34,0,1,1,1,2971,33,30,3,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,0,8,39,362,4453.1,8274.63,0,1,2,2,3607,30,30,0,0,3,6,0,0,0,0
0,0,0,0,0,0,1,1,4,8,36,47,492,2681.28,6413.38,0,0,0,0,2175,36,34,2,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,2,4,39,117,495,797.79,1857.04,0,0,0,0,2248,10,10,0,0,4,6,0,0,0,0
0,0,2,3,0,0,1,6,0,0,17,67,346,4161.36,7495.91,0,1,1,2,2933,51,45,5,1,3,5,1,2,0,0
0,0,0,0,0,0,1,6,3,12,55,96,208,597.37,839.19,0,1,1,1,358,2,2,0,0,3,3,0,0,0,0
0,0,0,0,0,0,0,0,1,9,45,55,371,2252.42,4351.16,0,0,1,1,1720,47,46,1,0,3,6,0,0,0,0
0,0,0,0,0,0,0,0,3,9,9,11,514,1755.06,4475.81,0,0,1,1,1173,29,25,4,0,2,4,2,3,0,0
0,0,0,2,0,3,10,10,1,27,120,202,201,1183.61,1640.29,0,0,0,0,787,2,2,0,0,3,3,0,0,0,0
0,0,0,0,0,0,1,1,1,21,82,209,196,1853.19,2543.4,0,0,0,0,1348,2,2,0,0,3,3,0,0,0,0
0,0,0,2,0,1,3,6,2,26,67,144,241,1856.16,2785.56,0,0,0,0,2022,20,18,1,1,2,5,1,1,1,1
0,0,0,0,0,0,0,0,2,16,35,140,362,2338.18,4344.74,0,0,0,0,2921,50,43,7,0,3,5,1,2,0,0
0,0,0,0,0,1,1,1,0,32,45,45,181,696.17,920.83,0,0,0,0,674,5,4,1,0,3,4,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,528,2604.63,6681.25,0,0,0,0,3317,36,35,1,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,5,316,1347.75,2317.16,0,0,0,0,843,4,4,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,21,39,270,726.35,1142.06,0,0,0,0,270,6,6,0,0,4,7,0,0,0,0
0,0,0,0,0,0,1,1,1,2,39,43,349,493.85,864.04,0,0,0,0,797,26,25,1,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,8,27,90,104,270,1812.06,2849.15,0,0,0,0,1201,25,23,2,0,4,7,0,0,0,0
0,0,0,0,0,1,4,4,3,10,30,51,451,789.36,1777.74,0,0,0,0,418,5,3,2,0,2,4,2,2,0,0
0,0,0,0,1,1,1,1,4,8,21,33,460,2241.36,4874.42,0,0,0,0,1183,16,15,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,4,73,185,311,512.47,872.56,0,0,0,0,270,27,21,5,1,3,5,1,1,0,0
0,0,0,2,0,0,2,4,35,85,135,317,185,1061.35,1425.85,0,0,0,0,404,3,2,1,0,3,3,1,1,0,0
0,0,0,0,1,1,1,1,12,29,75,114,296,296.63,468.21,0,0,0,0,899,2,1,1,0,2,2,1,1,0,0
0,0,0,0,0,0,0,3,2,11,34,56,314,835.28,1368.01,0,1,2,2,1636,52,47,5,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,3,5,5,6,247,3576.1,5377.13,0,0,0,0,2009,48,43,5,0,3,6,1,1,0,0
0,0,1,1,1,1,1,3,17,17,90,138,326,873.08,1542.44,0,0,0,0,607,6,5,1,0,3,5,1,1,0,0
0,0,0,0,0,1,3,3,2,9,33,64,341,1873.62,3342.36,0,0,0,0,1027,51,50,1,0,4,7,0,0,0,0
0,0,1,2,0,1,4,5,1,6,56,85,231,1719.1,2530.25,0,1,1,1,1139,49,48,1,0,4,7,0,0,0,0
0,0,0,0,0,0,1,1,14,14,59,73,188,283.1,362.3,0,0,0,0,270,11,11,0,0,4,6,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,285,1079.37,1747.29,0,0,0,0,593,36,35,1,0,4,7,0,0,0,0
0,1,1,1,0,0,0,1,5,19,118,190,231,3872.02,5699.02,0,1,1,1,6160,57,57,0,0,4,7,0,0,0,0
0,0,0,1,0,0,0,2,0,34,464,686,257,493.87,757.16,0,1,1,1,716,35,32,3,0,3,6,1,1,0,0
0,0,0,1,0,0,1,2,8,13,25,56,316,2006.4,3449.55,0,0,0,0,1026,32,31,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,2,14,88,197,232,811.87,1194.94,0,1,1,1,404,2,2,0,0,3,3,0,0,0,0
0,1,1,1,0,0,0,0,3,5,20,41,405,2557.99,5167.21,0,2,3,4,1954,48,43,5,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,1,4,19,41,410,2240.83,4570.72,0,0,0,0,987,30,29,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,5,99,172,285,1709.81,2767.85,0,0,0,0,1899,34,31,3,0,4,7,0,0,0,0
0,0,1,2,1,2,4,4,5,25,40,84,394,2006.9,4053.99,1,0,0,0,843,14,12,2,0,2,5,2,2,0,0
0,0,0,0,0,0,1,1,2,7,26,39,341,4490.66,8010.91,0,1,1,1,3645,31,31,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,5,17,65,278,193,1614.11,2160.04,0,0,0,0,2252,42,39,3,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,5,11,42,46,388,679.35,1282.11,1,0,0,0,562,9,5,2,2,2,4,1,1,1,1
0,0,0,0,0,0,0,0,3,7,27,51,350,1013.16,1842.82,0,1,2,2,807,23,21,2,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,1,2,2,6,500,326.97,767.03,0,0,0,0,722,0,0,0,0,1,1,0,0,0,0
0,0,0,1,0,0,1,2,2,8,17,55,303,779.02,1316.15,0,0,0,0,391,6,6,0,0,2,4,0,0,0,0
0,0,0,0,0,0,0,0,10,13,27,66,311,445.72,758.91,0,0,0,0,225,1,1,0,0,2,2,0,0,0,0
0,0,0,0,0,0,1,1,1,5,23,33,349,458.76,802.65,0,0,0,0,270,40,34,5,1,3,5,1,1,0,0
0,0,1,1,0,0,2,2,0,15,60,198,201,835.75,1158.21,0,0,0,0,562,3,2,1,0,3,3,1,1,0,0
0,0,0,0,0,1,1,1,2,6,27,29,490,1783.75,4111.99,0,1,1,1,1457,36,30,6,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,2,7,38,57,421,866.96,1806.55,0,0,0,0,2647,44,44,0,0,4,7,0,0,0,0
1,2,4,4,0,0,3,4,3,12,196,211,201,4556.58,6265.82,1,0,1,1,3316,52,50,2,0,4,7,0,0,0,0
0,0,0,0,0,0,1,1,2,5,28,44,301,2714.13,4479.83,0,0,0,0,1812,25,22,2,1,3,6,1,1,0,0
0,0,0,0,0,0,0,0,1,4,30,58,250,4209.03,6292.06,0,0,0,0,2854,53,52,1,0,3,6,1,1,0,0
0,0,0,0,1,1,3,4,1,9,19,46,494,1314.2,3223.83,0,0,0,0,735,24,19,5,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,4,6,16,26,330,1900.88,3325.75,0,1,1,3,1824,41,34,6,1,4,5,0,2,0,0
0,0,0,0,1,1,1,1,3,10,33,40,285,1531.78,2450.92,0,2,2,2,1235,26,24,2,0,4,7,0,0,0,0
0,0,0,0,0,0,0,0,2,7,16,20,346,1251.78,2254.84,0,0,0,0,1857,40,35,4,1,3,5,1,2,0,0
0,0,0,0,0,1,2,4,1,9,16,47,463,2840.33,6560.38,0,0,0,0,1981,49,45,4,0,4,7,0,0,0,0
0,0,2,2,0,0,0,0,6,10,74,96,250,1547.78,2238.61,0,0,0,0,687,5,2,2,1,1,3,1,2,1,1
0,0,0,0,0,0,0,0,9,18,18,18,285,2366.54,3830.97,0,0,0,0,1387,48,46,2,0,4,6,0,1,0,0
0,0,0,0,0,0,0,0,3,19,146,360,321,1023.84,1777.44,0,0,0,0,491,3,1,1,1,2,2,1,1,1,1
0,0,0,0,0,0,0,0,0,6,11,54,330,816.9,1457.27,0,0,0,0,404,3,2,1,0,3,3,1,1,0,0
0,0,0,0,0,0,2,2,2,19,79,168,207,687.55,965.88,0,1,1,1,364,13,12,1,0,2,5,1,1,0,0
0,0,0,0,0,2,3,5,5,18,33,195,192,1106.29,1509.51,0,0,0,0,899,8,7,1,0,4,6,0,1,0,0
0,0,0,0,0,0,0,2,1,4,17,82,400,2835.01,5671.46,0,0,0,0,1557,32,31,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,7,27,72,199,299,271.45,430.97,0,0,1,1,863,34,33,1,0,3,6,1,1,0,0
0,0,2,5,0,1,1,1,2,13,37,56,348,1595.73,2947.91,0,0,0,2,1348,34,23,9,2,3,5,0,1,1,1
0,0,0,0,0,4,5,7,32,69,77,249,183,725.42,970.78,0,0,0,0,528,5,5,0,0,4,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,321,1122.54,1948.79,0,0,0,0,1309,19,16,3,0,2,5,1,1,0,0
0,0,0,0,0,0,0,2,0,3,44,76,268,326.3,487.79,0,0,0,0,425,12,11,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,2,8,29,67,410,2100.78,4285.03,0,0,0,0,1629,36,36,0,0,4,7,0,0,0,0
0,1,1,2,0,0,0,0,6,10,29,50,258,3286.13,4827.3,0,1,1,1,1269,17,16,1,0,3,6,1,1,0,0
0,0,0,0,0,1,2,4,0,4,11,24,450,1313.69,2958.61,0,0,0,0,1521,48,40,8,0,3,5,1,2,0,0
0,0,0,0,0,0,0,0,11,15,24,25,257,531.8,815.31,0,0,1,1,330,17,14,2,1,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,11,21,55,456,2108.39,4794.73,0,0,0,0,1629,21,21,0,0,4,7,0,0,0,0
0,0,0,0,0,0,1,1,5,25,94,247,292,2445.96,4052.9,0,0,0,0,1872,33,33,0,0,4,7,0,0,0,0
0,0,0,0,0,0,0,1,0,0,8,59,191,2961.67,3994.3,0,0,1,1,1631,30,27,2,1,2,5,1,1,1,1
0,0,0,0,0,0,1,2,1,8,55,153,232,1328.04,1954.67,0,0,0,0,940,7,6,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,2,9,54,122,236,1383.44,2056.08,0,1,1,1,538,18,12,5,1,2,5,2,2,0,0
0,1,1,6,1,5,11,27,12,24,46,121,191,562.52,724.09,0,0,0,1,270,12,10,2,0,4,6,0,1,0,0
0,0,2,3,1,1,1,1,11,16,108,120,226,461.85,666.7,0,0,0,0,270,3,3,0,0,4,4,0,0,0,0
0,0,1,2,0,1,1,5,2,9,35,99,261,1585.55,2473.71,0,1,2,4,1262,51,49,2,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,1,7,16,26,388,294.15,555.13,0,0,0,0,337,27,18,7,2,3,4,1,1,0,0
0,0,0,1,0,1,8,9,8,54,148,269,200,963.04,1334.63,0,0,0,1,811,58,53,5,0,3,6,1,1,0,0
0,0,0,0,1,1,1,1,10,12,12,12,252,4348.15,6601.81,0,1,1,1,3343,49,48,1,0,3,6,1,1,0,0
0,0,0,0,0,0,0,0,0,4,40,67,374,1300.09,2526.16,0,0,0,0,1934,6,5,1,0,3,4,1,1,0,0
0,0,0,0,0,0,0,0,8,25,61,203,271,718.46,1142.9,0,2,2,2,398,13,12,1,0,3,6,1,1,0,0
0,0,0,0,1,2,2,2,7,14,14,14,257,1880.27,2882.69,0,0,0,0,854,13,11,2,0,3,6,1,1,0,0
0,0,0,0,1,1,4,5,2,5,31,32,226,1388.85,2004.85,0,1,1,1,1926,46,39,7,0,3,5,1,2,0,0
0,0,1,3,0,0,0,0,0,20,47,139,206,865.84,1211.63,0,0,0,0,597,0,0,0,0,1,1,0,0,0,0
